texto,categoria_general,intent_1,intent_2,intent_3,intent_4
era purulento,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted diplopía?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor continuo,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted dolor de muelas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted la nariz seca?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Es su flujo vaginal acuoso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene que empujar para defecar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿presión arterial alta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
hablar te cansa,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted problemas de hipotálamo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿dolor de cabeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es su capacidad de oír reducida,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene fiebre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted sed a menudo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de palpitaciones?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es usted extremadamente sensible a la luz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted dolores de cabeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"¿sí? ¿no vomitaste, si no?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has notado alguna vez un bulto en el cuello,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
cierto ¿diarrea? ¿cosas así?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dolores en el pecho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted hemorragias entre períodos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultad para orinar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"y a nivel de tránsito, ¿tuvo diarrea?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido algún movimiento inusual,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se te rompen las uñas con facilidad?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sientes náuseas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha ingerido accidentalmente un producto tóxico,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Es su flujo vaginal espeso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultades para montar en bicicleta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una sensación dolorosa de hambre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿estás casado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se te cae el pelo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido un sonido de crack?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente a veces como si su rodilla se bloqueara,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿náuseas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente algún problema respiratorio?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
Bien ¿Tuvo náuseas? ¿Vómitos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
siempre tienes sed,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tenía sangre en la superficie,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
suele ver normalmente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
enfermedad,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de dolor en las vértebras torácicas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene esputo amarillo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era la ascitis intolerable al principio,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
derecho ¿has vomitado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se siente mareado?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿No había sangre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
estás cansado,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted ampollas de fiebre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tienes problemas con tus dientes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
sus dolores tienden a progresar,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha notado alguna deformidad en sus articulaciones,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha notado alguna vez una gota en el extremo del pene justo antes de orinar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Es su flujo vaginal blanquecino?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido movimientos involuntarios,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿varía su audición con el clima?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿alguna vez tienes los ojos inyectados en sangre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna vez síntomas depresivos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has notado algún cambio en tu tolerancia al frío,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se quema usted fácilmente con el sol?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿la lactancia materna te cansa?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas para orinar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido problemas digestivos recientemente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿le resulta difícil estar de pie o caminar sin ayuda?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de dolor en el sistema vomeronasal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era la sangre acompañada de ardor,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes escalofríos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes dolor de garganta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
estás mareado,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sangras fácilmente de las encías?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Dolor en el pecho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿le resulta difícil evacuar las heces?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
pica el sarpullido,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tuvo problemas menstruales,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado la fuerza del chorro,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna vez bloqueos articulares?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted ataques de ansiedad recurrentes e imprevisibles?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿usas el síndrome de abstinencia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente que su vejiga está completamente vacía?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ve usted alguna vez destellos de luz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sientes las piernas pesadas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
no hay tos en la actualidad?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Son sus heces descoloridas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes dolor?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tragado algo que pueda haberse obstruido en la garganta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene fiebre?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿estás sufriendo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Es su flujo vaginal verdoso?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿estás tosiendo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas con la epiglotis?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿le cuesta a veces ir al baño a tiempo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha disminuido su apetito,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has sufrido abusos físicos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido alguna pérdida de sangre reciente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de mareos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene llagas en la boca o en los genitales?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sudan ustedes profusamente de forma similar cuando están excitados?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor ardiente,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted enfermedades de las encías?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
vomitó posos de café,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre usted de dolores de celda hct116 alguna vez,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sientes un hormigueo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Vomita a menudo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una sensación de extrañeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sientes una sensación de hormigueo al orinar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha tenido parestesia,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene la sensación de un bulto en la vagina?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tuvo destellos en su campo de visión,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido alguna vez un dolor muy agudo en el dedo gordo del pie,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es tu voz ronca,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ve usted a veces halos de luz,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te has quedado sin aliento?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
estornuda mucho,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tienes palpitaciones?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tienes la boca pastosa?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Ha notado algún bulto o hinchazón en sus senos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te duele la cabeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna vez un soplo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tienes dolor de huesos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha notado sangre en su esputo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿algún problema con la anestesia?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿siente dolor en el pecho en un vicio?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene pitidos o silbidos en los oídos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
te tiemblan los brazos y las piernas,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te resulta difícil hacer tus ejercicios deportivos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado la fuerza del chorro,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido algún movimiento anormal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿el zumbido en sus oídos es pulsante?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Gripe?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
"OK ¿Hubo otros signos con esto? ¿Vomitó, o?",sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
hay un dolor que aprieta,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene ganas de orinar pero no puede liberar una pequeña cantidad?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tenía muchas náuseas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿las inflamaciones le despiertan por la noche?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultad para tragar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted sequedad vaginal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has recibido alguna vez un golpe en la oreja,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene a veces calambres en los brazos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿volvió su digestión a la normalidad después?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿vómitos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene dificultad para oír sonidos agudos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Tienes palpitaciones?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas de corazón?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
te has mordido la lengua,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tarda en empezar a orinar,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿diabetes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted tics?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene una sensación de distensión,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene pérdida de memoria deteriorada con los años,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene entumecimiento u hormigueo en los dedos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor de aguja,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted la nariz que gotea?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿le resulta difícil leer debido a su vista?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted frecuentes despertares nocturnos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿es usted víctima del tabaquismo pasivo en el trabajo o en casa?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
tiene un flujo menstrual reducido,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿estás tosiendo simples rastros de sangre,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era una enfermedad infecciosa,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿es su apetito normal últimamente?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
eres anoréxico,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas de tránsito?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿es usted propenso a los dolores de cabeza?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene disnea de esfuerzo?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
era una enfermedad hereditaria,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es tu voz más alta,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene a veces dificultades para abrir las ollas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene problemas de libido?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido que forzar o empujar para terminar de orinar?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se despierta a veces sin aliento?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
ha cambiado la forma de su mandíbula,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene algún movimiento en particular,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
los sólidos no pasan,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿se siente esta zona hinchada?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted un sentido del olfato especialmente fuerte?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene brotes?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿cáncer?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre de edemas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿Sientes que tu bebé se mueve más de lo normal?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted dolor en el pecho?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te has caído alguna vez?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿has tenido alguna vez una sensación de crujido,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿te duelen las piernas?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿hay una pérdida de memoria constante?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿ha tenido alguna vez una disminución del volumen de orina?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted colesterol?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
es un dolor leve,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿y la tos?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿sufre usted una enfermedad arterial?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
¿tiene usted la presión arterial alta?,sintoma,paciente,si_o_no,,sintoma_paciente_si_o_no
en qué forma utiliza anticonceptivos,tratamiento,anticonceptivos,describir,,tratamiento_anticonceptivos_describir
ha utilizado métodos anticonceptivos,tratamiento,anticonceptivos,describir,,tratamiento_anticonceptivos_describir
ha utilizado métodos anticonceptivos,tratamiento,anticonceptivos,describir,,tratamiento_anticonceptivos_describir
¿Con qué frecuencia utiliza preservativos durante el sexo anal?,tratamiento,anticonceptivos,frecuencia,,tratamiento_anticonceptivos_frecuencia
¿Con qué frecuencia utiliza preservativos durante el sexo anal?,tratamiento,anticonceptivos,frecuencia,,tratamiento_anticonceptivos_frecuencia
¿Con qué frecuencia utiliza preservativos durante el sexo anal?,tratamiento,anticonceptivos,frecuencia,,tratamiento_anticonceptivos_frecuencia
¿tiene un DIU?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿usas el DIU?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿usas anticonceptivos?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿usas un DIU?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿usas un gel espermicida,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿usas métodos anticonceptivos?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿usas un DIU?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿utilizas anticonceptivos?,tratamiento,anticonceptivos,si_o_no,,tratamiento_anticonceptivos_si_o_no
¿ha estado alguna vez en otro médico?,tratamiento,consulta,describir,,tratamiento_consulta_describir
¿se hizo alguna prueba antes de acudir a urgencias?,tratamiento,consulta,describir,,tratamiento_consulta_describir
¿le siguen otras especialidades?,tratamiento,consulta,describir,,tratamiento_consulta_describir
¿tiene seguimiento de algún especialista?,tratamiento,consulta,describir,,tratamiento_consulta_describir
¿Qué especialista le ha enviado a verme?,tratamiento,consulta,describir,,tratamiento_consulta_describir
¿No tienes un médico de cabecera?,tratamiento,consulta,especialista,si_o_no,tratamiento_consulta_especialista_si_o_no
¿No tienes un médico de cabecera?,tratamiento,consulta,especialista,si_o_no,tratamiento_consulta_especialista_si_o_no
¿No tienes un médico de cabecera?,tratamiento,consulta,especialista,si_o_no,tratamiento_consulta_especialista_si_o_no
¿cuándo fue el último control de salud?,tratamiento,consulta,fecha,,tratamiento_consulta_fecha
ha ido al médico recientemente,tratamiento,consulta,fecha,,tratamiento_consulta_fecha
¿cuándo fue el último control de salud?,tratamiento,consulta,fecha,,tratamiento_consulta_fecha
¿has visto a alguien sobre esto,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿has estado alguna vez en la consulta?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿Consultó a un médico antes de acudir a urgencias?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿viene a una consulta de preanestesia?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿viene a una consulta de preanestesia?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿te sigue un cardiólogo?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿viene a una consulta de preanestesia?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
ha consultado alguna vez a un gastroenterólogo,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿te siguen los especialistas?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿has visto a algún otro médico aparte de mí?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿viene a una consulta de preanestesia?,tratamiento,consulta,si_o_no,,tratamiento_consulta_si_o_no
¿cómo sabe que es hipertensión esencial?,tratamiento,diagnostico,como,,tratamiento_diagnostico_como
¿Cómo se enteró de su hipertensión arterial esencial?,tratamiento,diagnostico,como,,tratamiento_diagnostico_como
¿Cómo se enteró de su hipertensión arterial esencial?,tratamiento,diagnostico,como,,tratamiento_diagnostico_como
¿cuándo tuvo un diagnóstico oftalmológico?,tratamiento,diagnostico,fecha,,tratamiento_diagnostico_fecha
¿Cuándo se realizó un inmunoensayo enzimático?,tratamiento,diagnostico,fecha,,tratamiento_diagnostico_fecha
¿cuándo tuvo un diagnóstico oftalmológico?,tratamiento,diagnostico,fecha,,tratamiento_diagnostico_fecha
¿Quién te ha dicho que tienes hipertensión esencial?,tratamiento,diagnostico,quien,,tratamiento_diagnostico_quien
¿Quién te ha dicho que tienes hipertensión esencial?,tratamiento,diagnostico,quien,,tratamiento_diagnostico_quien
¿Quién te ha dicho que tienes hipertensión esencial?,tratamiento,diagnostico,quien,,tratamiento_diagnostico_quien
¿te han dicho alguna vez que tienes una enfermedad de transmisión sexual?,tratamiento,diagnostico,si_o_no,,tratamiento_diagnostico_si_o_no
¿conoces tu presión arterial?,tratamiento,diagnostico,si_o_no,,tratamiento_diagnostico_si_o_no
¿conoces tu presión arterial?,tratamiento,diagnostico,si_o_no,,tratamiento_diagnostico_si_o_no
hablemos de su historia,tratamiento,historial,describir,,tratamiento_historial_describir
¿tiene algún historial médico?,tratamiento,historial,describir,,tratamiento_historial_describir
¿tiene algún historial médico?,tratamiento,historial,describir,,tratamiento_historial_describir
hablemos de su historia,tratamiento,historial,describir,,tratamiento_historial_describir
¿tiene otros antecedentes médicos o quirúrgicos que comunicar?,tratamiento,historial,describir,,tratamiento_historial_describir
¿algún historial médico especial?,tratamiento,historial,describir,,tratamiento_historial_describir
¿tiene un historial médico?,tratamiento,historial,si_o_no,,tratamiento_historial_si_o_no
¿tiene un historial médico?,tratamiento,historial,si_o_no,,tratamiento_historial_si_o_no
¿tiene un historial médico?,tratamiento,historial,si_o_no,,tratamiento_historial_si_o_no
¿ha tomado alguna vez algún medicamento antiinflamatorio?,tratamiento,medicacion,antecedentes,,tratamiento_medicacion_antecedentes
¿ha tomado alguna vez algún medicamento antiinflamatorio?,tratamiento,medicacion,antecedentes,,tratamiento_medicacion_antecedentes
de acuerdo ¿y ya habías tomado tratamientos antes?,tratamiento,medicacion,antecedentes,,tratamiento_medicacion_antecedentes
a qué hora deberías haber tomado la píldora,tratamiento,medicacion,cuando,,tratamiento_medicacion_cuando
a qué hora deberías haber tomado la píldora,tratamiento,medicacion,cuando,,tratamiento_medicacion_cuando
¿cuándo tomaste el doliprane?,tratamiento,medicacion,cuando,,tratamiento_medicacion_cuando
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿Toman tus padres alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomaste algo?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
ok ¿tomas algún tratamiento especial? para tu alergia o para cualquier otra cosa?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomaste algún medicamento para aliviarte?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿Estás tomando algún tratamiento para esta hipertensión?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿está tomando alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿toma alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿ningún medicamento?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿Estás tomando alguna medicación en este momento?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿Qué medicamentos está tomando?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿has tomado algo para aliviar el dolor?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿toma usted medicamentos para la presión arterial?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿toma medicamentos para el corazón o diuréticos?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿No toma ninguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿ha tomado alguna medicación para quedarse embarazada?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿qué pasa con sus vacunas?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna otra medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿tomas alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿toma alguna medicación?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿toma medicamentos para aliviar el dolor?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
"Aparte de los dos comprimidos de paracetamol, ¿ha tomado algún otro medicamento recientemente?",tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿otros medicamentos?,tratamiento,medicacion,describir,,tratamiento_medicacion_describir
¿dosis?,tratamiento,medicacion,dosis,,tratamiento_medicacion_dosis
¿a qué dosis?,tratamiento,medicacion,dosis,,tratamiento_medicacion_dosis
¿dosis?,tratamiento,medicacion,dosis,,tratamiento_medicacion_dosis
¿cuánto tiempo llevas tomando co-renitec?,tratamiento,medicacion,duracion,,tratamiento_medicacion_duracion
¿cuánto tiempo lleva tomando coversyl para la hipertensión?,tratamiento,medicacion,duracion,,tratamiento_medicacion_duracion
¿cuánto tiempo llevas tomando co-renitec?,tratamiento,medicacion,duracion,,tratamiento_medicacion_duracion
cierto ¿toma tratamientos todos los días? ¿medicamentos?,tratamiento,medicacion,frecuencia,,tratamiento_medicacion_frecuencia
ok ¿toma medicación a diario?,tratamiento,medicacion,frecuencia,,tratamiento_medicacion_frecuencia
cierto ¿toma tratamientos todos los días? ¿medicamentos?,tratamiento,medicacion,frecuencia,,tratamiento_medicacion_frecuencia
